# D2Common.dll Data Todo List
# Format: [ ] name @ address (N xrefs)
# Generated by extract_ghidra_data_REST.ps1 on 10/16/2025 01:22:55
# Using list_data_items_by_xrefs endpoint (v1.7.4+)
# Total data items: 5000
# Total items fetched: 5000
# Sorted by xref count (highest first)
# Items with 0 xrefs excluded by API
#

[X] GlobalDataTables @ 6fde9e1c (511 xrefs)
[ ] s_auto_prefix_6fddf46c @ 6fddf46c (1 xrefs)
[ ] s_magic_lvl_6fddf478 @ 6fddf478 (1 xrefs)
[ ] s_gemapplytype_6fddf490 @ 6fddf490 (1 xrefs)
[ ] s_hit_class_6fddf4a0 @ 6fddf4a0 (1 xrefs)
[ ] s_type2_6fddf4ac @ 6fddf4ac (1 xrefs)
[ ] s_compactsave_6fddf4bc @ 6fddf4bc (1 xrefs)
[ ] s_namestr_6fddf4d0 @ 6fddf4d0 (1 xrefs)
[ ] DAT_6fddf4e9 @ 6fddf4e9 (1 xrefs)
[ ] s_EndSequence_6fddf570 @ 6fddf570 (1 xrefs)
[ ] s_StartSequence_6fddf57c @ 6fddf57c (1 xrefs)
[ ] s_Style_6fddf58c @ 6fddf58c (1 xrefs)
[ ] s_TileName_6fddf594 @ 6fddf594 (1 xrefs)
[ ] DAT_6fddf5a1 @ 6fddf5a1 (1 xrefs)
[ ] s_lvlsub_6fddf5a4 @ 6fddf5a4 (1 xrefs)
[ ] s_Trials4_6fddf5b4 @ 6fddf5b4 (1 xrefs)
[ ] s_Prob4_6fddf5bc @ 6fddf5bc (1 xrefs)
[ ] s_Trials3_6fddf5cc @ 6fddf5cc (1 xrefs)
[ ] s_Prob3_6fddf5d4 @ 6fddf5d4 (1 xrefs)
[ ] s_Trials2_6fddf5e4 @ 6fddf5e4 (1 xrefs)
[ ] s_Prob2_6fddf5ec @ 6fddf5ec (1 xrefs)
[ ] s_Trials1_6fddf5fc @ 6fddf5fc (1 xrefs)
[ ] s_Prob1_6fddf604 @ 6fddf604 (1 xrefs)
[ ] s_Trials0_6fddf614 @ 6fddf614 (1 xrefs)
[ ] s_Prob0_6fddf61c @ 6fddf61c (1 xrefs)
[ ] s_GridSize_6fddf624 @ 6fddf624 (1 xrefs)
[ ] s_BordType_6fddf630 @ 6fddf630 (1 xrefs)
[ ] s_CheckAll_6fddf63c @ 6fddf63c (1 xrefs)
[ ] s_lvlmaze_6fddf658 @ 6fddf658 (1 xrefs)
[ ] s_Merge_6fddf660 @ 6fddf660 (1 xrefs)
[ ] s_Rooms(H)_6fddf668 @ 6fddf668 (1 xrefs)
[ ] s_Rooms(N)_6fddf674 @ 6fddf674 (1 xrefs)
[ ] s_Rooms_6fddf680 @ 6fddf680 (1 xrefs)
[ ] s_lvlwarp_6fddf690 @ 6fddf690 (1 xrefs)
[ ] s_Direction_6fddf698 @ 6fddf698 (1 xrefs)
[ ] s_Tiles_6fddf6a4 @ 6fddf6a4 (1 xrefs)
[ ] s_LitVersion_6fddf6ac @ 6fddf6ac (1 xrefs)
[ ] s_ExitWalkY_6fddf6b8 @ 6fddf6b8 (1 xrefs)
[ ] s_ExitWalkX_6fddf6c4 @ 6fddf6c4 (1 xrefs)
[ ] s_SelectDY_6fddf6d0 @ 6fddf6d0 (1 xrefs)
[ ] s_SelectDX_6fddf6dc @ 6fddf6dc (1 xrefs)
[ ] s_SelectY_6fddf6e8 @ 6fddf6e8 (1 xrefs)
[ ] s_SelectX_6fddf6f0 @ 6fddf6f0 (1 xrefs)
[ ] s_lvlprest_6fddf6f8 @ 6fddf6f8 (1 xrefs)
[ ] s_File6_6fddf70c @ 6fddf70c (1 xrefs)
[ ] s_File5_6fddf714 @ 6fddf714 (1 xrefs)
[ ] s_File4_6fddf71c @ 6fddf71c (1 xrefs)
[ ] s_File3_6fddf724 @ 6fddf724 (1 xrefs)
[ ] s_File2_6fddf72c @ 6fddf72c (1 xrefs)
[ ] s_File1_6fddf734 @ 6fddf734 (1 xrefs)
[ ] s_Files_6fddf73c @ 6fddf73c (1 xrefs)
[ ] s_PopPad_6fddf744 @ 6fddf744 (1 xrefs)
[ ] s_FillBlanks_6fddf764 @ 6fddf764 (1 xrefs)
[ ] s_KillEdge_6fddf770 @ 6fddf770 (1 xrefs)
[ ] s_Animate_6fddf77c @ 6fddf77c (1 xrefs)
[ ] s_Outdoors_6fddf784 @ 6fddf784 (1 xrefs)
[ ] s_Logicals_6fddf790 @ 6fddf790 (1 xrefs)
[ ] s_Populate_6fddf79c @ 6fddf79c (1 xrefs)
[ ] s_LevelId_6fddf7a8 @ 6fddf7a8 (1 xrefs)
[ ] s_lvltypes_6fddf7c8 @ 6fddf7c8 (1 xrefs)
[ ] s_File_32_6fddf7e0 @ 6fddf7e0 (1 xrefs)
[ ] s_File_31_6fddf7e8 @ 6fddf7e8 (1 xrefs)
[ ] s_File_30_6fddf7f0 @ 6fddf7f0 (1 xrefs)
[ ] s_File_29_6fddf7f8 @ 6fddf7f8 (1 xrefs)
[ ] s_File_28_6fddf800 @ 6fddf800 (1 xrefs)
[ ] s_File_27_6fddf808 @ 6fddf808 (1 xrefs)
[ ] s_File_26_6fddf810 @ 6fddf810 (1 xrefs)
[ ] s_File_25_6fddf818 @ 6fddf818 (1 xrefs)
[ ] s_File_24_6fddf820 @ 6fddf820 (1 xrefs)
[ ] s_File_23_6fddf828 @ 6fddf828 (1 xrefs)
[ ] s_File_22_6fddf830 @ 6fddf830 (1 xrefs)
[ ] s_File_21_6fddf838 @ 6fddf838 (1 xrefs)
[ ] s_File_20_6fddf840 @ 6fddf840 (1 xrefs)
[ ] s_File_19_6fddf848 @ 6fddf848 (1 xrefs)
[ ] s_File_18_6fddf850 @ 6fddf850 (1 xrefs)
[ ] s_File_17_6fddf858 @ 6fddf858 (1 xrefs)
[ ] s_File_16_6fddf860 @ 6fddf860 (1 xrefs)
[ ] s_File_15_6fddf868 @ 6fddf868 (1 xrefs)
[ ] s_File_14_6fddf870 @ 6fddf870 (1 xrefs)
[ ] s_File_13_6fddf878 @ 6fddf878 (1 xrefs)
[ ] s_File_12_6fddf880 @ 6fddf880 (1 xrefs)
[ ] s_File_11_6fddf888 @ 6fddf888 (1 xrefs)
[ ] s_File_10_6fddf890 @ 6fddf890 (1 xrefs)
[ ] s_File_9_6fddf898 @ 6fddf898 (1 xrefs)
[ ] s_File_8_6fddf8a0 @ 6fddf8a0 (1 xrefs)
[ ] s_File_7_6fddf8a8 @ 6fddf8a8 (1 xrefs)
[ ] s_File_6_6fddf8b0 @ 6fddf8b0 (1 xrefs)
[ ] s_File_5_6fddf8b8 @ 6fddf8b8 (1 xrefs)
[ ] s_File_4_6fddf8c0 @ 6fddf8c0 (1 xrefs)
[ ] s_File_3_6fddf8c8 @ 6fddf8c8 (1 xrefs)
[ ] s_File_2_6fddf8d0 @ 6fddf8d0 (1 xrefs)
[ ] s_File_1_6fddf8d8 @ 6fddf8d8 (1 xrefs)
[ ] s_LOSDraw_6fddf8f4 @ 6fddf8f4 (1 xrefs)
[ ] s_SaveMonsters_6fddf8fc @ 6fddf8fc (1 xrefs)
[ ] s_Position_6fddf90c @ 6fddf90c (1 xrefs)
[ ] s_Portal_6fddf918 @ 6fddf918 (1 xrefs)
[ ] s_Intensity_6fddf920 @ 6fddf920 (1 xrefs)
[ ] s_Warp7_6fddf92c @ 6fddf92c (1 xrefs)
[ ] s_Warp6_6fddf934 @ 6fddf934 (1 xrefs)
[ ] s_Warp5_6fddf93c @ 6fddf93c (1 xrefs)
[ ] s_Warp4_6fddf944 @ 6fddf944 (1 xrefs)
[ ] s_Warp3_6fddf94c @ 6fddf94c (1 xrefs)
[ ] s_Warp2_6fddf954 @ 6fddf954 (1 xrefs)
[ ] s_Warp1_6fddf95c @ 6fddf95c (1 xrefs)
[ ] s_Warp0_6fddf964 @ 6fddf964 (1 xrefs)
[ ] s_SubShrine_6fddf9ac @ 6fddf9ac (1 xrefs)
[ ] s_SubWaypoint_6fddf9b8 @ 6fddf9b8 (1 xrefs)
[ ] s_SubTheme_6fddf9c4 @ 6fddf9c4 (1 xrefs)
[ ] s_SubType_6fddf9d0 @ 6fddf9d0 (1 xrefs)
[ ] s_LevelType_6fddf9d8 @ 6fddf9d8 (1 xrefs)
[ ] s_DrlgType_6fddf9e4 @ 6fddf9e4 (1 xrefs)
[ ] s_Depend_6fddf9f0 @ 6fddf9f0 (1 xrefs)
[ ] s_SizeY(H)_6fddfa08 @ 6fddfa08 (1 xrefs)
[ ] s_SizeX(H)_6fddfa14 @ 6fddfa14 (1 xrefs)
[ ] s_SizeY(N)_6fddfa20 @ 6fddfa20 (1 xrefs)
[ ] s_SizeX(N)_6fddfa2c @ 6fddfa2c (1 xrefs)
[ ] s_Layer_6fddfa48 @ 6fddfa48 (1 xrefs)
[ ] s_QuestFlagEx_6fddfa50 @ 6fddfa50 (1 xrefs)
[ ] s_QuestFlag_6fddfa5c @ 6fddfa5c (1 xrefs)
[ ] s_EntryFile_6fddfa98 @ 6fddfa98 (1 xrefs)
[ ] s_LevelWarp_6fddfaa4 @ 6fddfaa4 (1 xrefs)
[ ] s_Waypoint_6fddfabc @ 6fddfabc (1 xrefs)
[ ] s_SoundEnv_6fddfac8 @ 6fddfac8 (1 xrefs)
[ ] s_BlankScreen_6fddfad4 @ 6fddfad4 (1 xrefs)
[ ] s_FloorFilter_6fddfae0 @ 6fddfae0 (1 xrefs)
[ ] s_Themes_6fddfaec @ 6fddfaec (1 xrefs)
[ ] s_camt4_6fddfaf4 @ 6fddfaf4 (1 xrefs)
[ ] s_camt3_6fddfafc @ 6fddfafc (1 xrefs)
[ ] s_camt2_6fddfb04 @ 6fddfb04 (1 xrefs)
[ ] s_camt1_6fddfb0c @ 6fddfb0c (1 xrefs)
[ ] s_cpct4_6fddfb14 @ 6fddfb14 (1 xrefs)
[ ] s_cpct3_6fddfb1c @ 6fddfb1c (1 xrefs)
[ ] s_cpct2_6fddfb24 @ 6fddfb24 (1 xrefs)
[ ] s_cpct1_6fddfb2c @ 6fddfb2c (1 xrefs)
[ ] s_cmon4_6fddfb34 @ 6fddfb34 (1 xrefs)
[ ] s_cmon3_6fddfb3c @ 6fddfb3c (1 xrefs)
[ ] s_cmon2_6fddfb44 @ 6fddfb44 (1 xrefs)
[ ] s_cmon1_6fddfb4c @ 6fddfb4c (1 xrefs)
[ ] s_umon25_6fddfb54 @ 6fddfb54 (1 xrefs)
[ ] s_umon24_6fddfb5c @ 6fddfb5c (1 xrefs)
[ ] s_umon23_6fddfb64 @ 6fddfb64 (1 xrefs)
[ ] s_umon22_6fddfb6c @ 6fddfb6c (1 xrefs)
[ ] s_umon21_6fddfb74 @ 6fddfb74 (1 xrefs)
[ ] s_umon20_6fddfb7c @ 6fddfb7c (1 xrefs)
[ ] s_umon19_6fddfb84 @ 6fddfb84 (1 xrefs)
[ ] s_umon18_6fddfb8c @ 6fddfb8c (1 xrefs)
[ ] s_umon17_6fddfb94 @ 6fddfb94 (1 xrefs)
[ ] s_umon16_6fddfb9c @ 6fddfb9c (1 xrefs)
[ ] s_umon15_6fddfba4 @ 6fddfba4 (1 xrefs)
[ ] s_umon14_6fddfbac @ 6fddfbac (1 xrefs)
[ ] s_umon13_6fddfbb4 @ 6fddfbb4 (1 xrefs)
[ ] s_umon12_6fddfbbc @ 6fddfbbc (1 xrefs)
[ ] s_umon11_6fddfbc4 @ 6fddfbc4 (1 xrefs)
[ ] s_umon10_6fddfbcc @ 6fddfbcc (1 xrefs)
[ ] s_umon9_6fddfbd4 @ 6fddfbd4 (1 xrefs)
[ ] s_umon8_6fddfbdc @ 6fddfbdc (1 xrefs)
[ ] s_umon7_6fddfbe4 @ 6fddfbe4 (1 xrefs)
[ ] s_umon6_6fddfbec @ 6fddfbec (1 xrefs)
[ ] s_umon5_6fddfbf4 @ 6fddfbf4 (1 xrefs)
[ ] s_umon4_6fddfbfc @ 6fddfbfc (1 xrefs)
[ ] s_umon3_6fddfc04 @ 6fddfc04 (1 xrefs)
[ ] s_umon2_6fddfc0c @ 6fddfc0c (1 xrefs)
[ ] s_umon1_6fddfc14 @ 6fddfc14 (1 xrefs)
[ ] s_nmon25_6fddfc1c @ 6fddfc1c (1 xrefs)
[ ] s_nmon24_6fddfc24 @ 6fddfc24 (1 xrefs)
[ ] s_nmon23_6fddfc2c @ 6fddfc2c (1 xrefs)
[ ] s_nmon22_6fddfc34 @ 6fddfc34 (1 xrefs)
[ ] s_nmon21_6fddfc3c @ 6fddfc3c (1 xrefs)
[ ] s_nmon20_6fddfc44 @ 6fddfc44 (1 xrefs)
[ ] s_nmon19_6fddfc4c @ 6fddfc4c (1 xrefs)
[ ] s_nmon18_6fddfc54 @ 6fddfc54 (1 xrefs)
[ ] s_nmon17_6fddfc5c @ 6fddfc5c (1 xrefs)
[ ] s_nmon16_6fddfc64 @ 6fddfc64 (1 xrefs)
[ ] s_nmon15_6fddfc6c @ 6fddfc6c (1 xrefs)
[ ] s_nmon14_6fddfc74 @ 6fddfc74 (1 xrefs)
[ ] s_nmon13_6fddfc7c @ 6fddfc7c (1 xrefs)
[ ] s_nmon12_6fddfc84 @ 6fddfc84 (1 xrefs)
[ ] s_nmon11_6fddfc8c @ 6fddfc8c (1 xrefs)
[ ] s_nmon10_6fddfc94 @ 6fddfc94 (1 xrefs)
[ ] s_nmon9_6fddfc9c @ 6fddfc9c (1 xrefs)
[ ] s_nmon8_6fddfca4 @ 6fddfca4 (1 xrefs)
[ ] s_nmon7_6fddfcac @ 6fddfcac (1 xrefs)
[ ] s_nmon6_6fddfcb4 @ 6fddfcb4 (1 xrefs)
[ ] s_nmon5_6fddfcbc @ 6fddfcbc (1 xrefs)
[ ] s_nmon4_6fddfcc4 @ 6fddfcc4 (1 xrefs)
[ ] s_nmon3_6fddfccc @ 6fddfccc (1 xrefs)
[ ] s_nmon2_6fddfcd4 @ 6fddfcd4 (1 xrefs)
[ ] s_nmon1_6fddfcdc @ 6fddfcdc (1 xrefs)
[ ] s_rangedspawn_6fddfce4 @ 6fddfce4 (1 xrefs)
[ ] s_mon25_6fddfcf0 @ 6fddfcf0 (1 xrefs)
[ ] s_mon24_6fddfcf8 @ 6fddfcf8 (1 xrefs)
[ ] s_mon23_6fddfd00 @ 6fddfd00 (1 xrefs)
[ ] s_mon22_6fddfd08 @ 6fddfd08 (1 xrefs)
[ ] s_mon21_6fddfd10 @ 6fddfd10 (1 xrefs)
[ ] s_mon20_6fddfd18 @ 6fddfd18 (1 xrefs)
[ ] s_mon19_6fddfd20 @ 6fddfd20 (1 xrefs)
[ ] s_mon18_6fddfd28 @ 6fddfd28 (1 xrefs)
[ ] s_mon17_6fddfd30 @ 6fddfd30 (1 xrefs)
[ ] s_mon16_6fddfd38 @ 6fddfd38 (1 xrefs)
[ ] s_mon15_6fddfd40 @ 6fddfd40 (1 xrefs)
[ ] s_mon14_6fddfd48 @ 6fddfd48 (1 xrefs)
[ ] s_mon13_6fddfd50 @ 6fddfd50 (1 xrefs)
[ ] s_mon12_6fddfd58 @ 6fddfd58 (1 xrefs)
[ ] s_mon11_6fddfd60 @ 6fddfd60 (1 xrefs)
[ ] s_mon10_6fddfd68 @ 6fddfd68 (1 xrefs)
[ ] s_NumMon_6fddfdb8 @ 6fddfdb8 (1 xrefs)
[ ] s_Quest_6fddfdc0 @ 6fddfdc0 (1 xrefs)
[ ] s_ObjPrb7_6fddfdc8 @ 6fddfdc8 (1 xrefs)
[ ] s_ObjPrb6_6fddfdd0 @ 6fddfdd0 (1 xrefs)
[ ] s_ObjPrb5_6fddfdd8 @ 6fddfdd8 (1 xrefs)
[ ] s_ObjPrb4_6fddfde0 @ 6fddfde0 (1 xrefs)
[ ] s_ObjPrb3_6fddfde8 @ 6fddfde8 (1 xrefs)
[ ] s_ObjPrb2_6fddfdf0 @ 6fddfdf0 (1 xrefs)
[ ] s_ObjPrb1_6fddfdf8 @ 6fddfdf8 (1 xrefs)
[ ] s_ObjPrb0_6fddfe00 @ 6fddfe00 (1 xrefs)
[ ] s_ObjGrp7_6fddfe08 @ 6fddfe08 (1 xrefs)
[ ] s_ObjGrp6_6fddfe10 @ 6fddfe10 (1 xrefs)
[ ] s_ObjGrp5_6fddfe18 @ 6fddfe18 (1 xrefs)
[ ] s_ObjGrp4_6fddfe20 @ 6fddfe20 (1 xrefs)
[ ] s_ObjGrp3_6fddfe28 @ 6fddfe28 (1 xrefs)
[ ] s_ObjGrp2_6fddfe30 @ 6fddfe30 (1 xrefs)
[ ] s_ObjGrp1_6fddfe38 @ 6fddfe38 (1 xrefs)
[ ] s_ObjGrp0_6fddfe40 @ 6fddfe40 (1 xrefs)
[ ] s_MonSpcWalk_6fddfe48 @ 6fddfe48 (1 xrefs)
[ ] s_MonWndr_6fddfe54 @ 6fddfe54 (1 xrefs)
[ ] s_MonUMax(H)_6fddfe5c @ 6fddfe5c (1 xrefs)
[ ] s_MonUMin(H)_6fddfe68 @ 6fddfe68 (1 xrefs)
[ ] s_MonUMax(N)_6fddfe74 @ 6fddfe74 (1 xrefs)
[ ] s_MonUMin(N)_6fddfe80 @ 6fddfe80 (1 xrefs)
[ ] s_MonUMax_6fddfe8c @ 6fddfe8c (1 xrefs)
[ ] s_MonUMin_6fddfe94 @ 6fddfe94 (1 xrefs)
[ ] s_MonDen(H)_6fddfe9c @ 6fddfe9c (1 xrefs)
[ ] s_MonDen(N)_6fddfea8 @ 6fddfea8 (1 xrefs)
[ ] s_MonDen_6fddfeb4 @ 6fddfeb4 (1 xrefs)
[ ] s_MonLvl3Ex_6fddfebc @ 6fddfebc (1 xrefs)
[ ] s_MonLvl2Ex_6fddfec8 @ 6fddfec8 (1 xrefs)
[ ] s_MonLvl1Ex_6fddfed4 @ 6fddfed4 (1 xrefs)
[ ] s_MonLvl3_6fddfee0 @ 6fddfee0 (1 xrefs)
[ ] s_MonLvl2_6fddfee8 @ 6fddfee8 (1 xrefs)
[ ] s_MonLvl1_6fddfef0 @ 6fddfef0 (1 xrefs)
[ ] s_WarpDist_6fddfef8 @ 6fddfef8 (1 xrefs)
[ ] s_DrawEdges_6fddff04 @ 6fddff04 (1 xrefs)
[ ] s_IsInside_6fddff10 @ 6fddff10 (1 xrefs)
[ ] s_NoPer_6fddff1c @ 6fddff1c (1 xrefs)
[ ] s_Teleport_6fddff30 @ 6fddff30 (1 xrefs)
[ ] s_%s\Tiles\Act1\Barracks\Warp.dt1_6fddff70 @ 6fddff70 (1 xrefs)
[ ] s_%s\Tiles\Act1\Barracks\InvisWal._6fddff90 @ 6fddff90 (1 xrefs)
[ ] s_%s\Tiles\Act1\Outdoors\Blank.dt1_6fddffb4 @ 6fddffb4 (1 xrefs)
[ ] DAT_6fde00d0 @ 6fde00d0 (1 xrefs)
[ ] DAT_6fde00d4 @ 6fde00d4 (1 xrefs)
[ ] s_Invalid_Unit_Type_6fde01bc @ 6fde01bc (1 xrefs)
[ ] s_Invalid_Unit_6fde01d0 @ 6fde01d0 (1 xrefs)
[ ] s_NULL_Unit_6fde01e0 @ 6fde01e0 (1 xrefs)
[ ] s_item_%d_6fde01f8 @ 6fde01f8 (1 xrefs)
[ ] s_object_%d_6fde0200 @ 6fde0200 (1 xrefs)
[ ] s_monster_%d_6fde020c @ 6fde020c (1 xrefs)
[ ] s_player_%d_6fde0218 @ 6fde0218 (1 xrefs)
[ ] s_micon4_6fde0224 @ 6fde0224 (1 xrefs)
[ ] s_mclass4_6fde022c @ 6fde022c (1 xrefs)
[ ] s_micon3_6fde0234 @ 6fde0234 (1 xrefs)
[ ] s_mclass3_6fde023c @ 6fde023c (1 xrefs)
[ ] s_micon2_6fde0244 @ 6fde0244 (1 xrefs)
[ ] s_mclass2_6fde024c @ 6fde024c (1 xrefs)
[ ] s_micon1_6fde0254 @ 6fde0254 (1 xrefs)
[ ] s_mclass1_6fde025c @ 6fde025c (1 xrefs)
[ ] s_baseicon_6fde0264 @ 6fde0264 (1 xrefs)
[ ] s_icontype_6fde0270 @ 6fde0270 (1 xrefs)
[ ] s_drawhp_6fde027c @ 6fde027c (1 xrefs)
[ ] s_unsummon_6fde0284 @ 6fde0284 (1 xrefs)
[ ] s_partysend_6fde0290 @ 6fde0290 (1 xrefs)
[ ] s_basemax_6fde029c @ 6fde029c (1 xrefs)
[ ] s_pet_type_6fde02a4 @ 6fde02a4 (1 xrefs)
[ ] s_states_6fde02b0 @ 6fde02b0 (1 xrefs)
[ ] s_srvactivefunc_6fde02b8 @ 6fde02b8 (1 xrefs)
[ ] s_cltactivefunc_6fde02c8 @ 6fde02c8 (1 xrefs)
[ ] s_clteventfunc_6fde02d8 @ 6fde02d8 (1 xrefs)
[ ] s_cltevent_6fde02e8 @ 6fde02e8 (1 xrefs)
[ ] s_gfxclass_6fde02f4 @ 6fde02f4 (1 xrefs)
[ ] s_gfxtype_6fde0300 @ 6fde0300 (1 xrefs)
[ ] s_itemtrans_6fde0308 @ 6fde0308 (1 xrefs)
[ ] s_itemtype_6fde0314 @ 6fde0314 (1 xrefs)
[ ] s_offsound_6fde0320 @ 6fde0320 (1 xrefs)
[ ] s_onsound_6fde032c @ 6fde032c (1 xrefs)
[ ] s_colorshift_6fde034c @ 6fde034c (1 xrefs)
[ ] s_colorpri_6fde0358 @ 6fde0358 (1 xrefs)
[ ] s_remfunc_6fde0364 @ 6fde0364 (1 xrefs)
[ ] s_setfunc_6fde036c @ 6fde036c (1 xrefs)
[ ] s_removerlay_6fde0374 @ 6fde0374 (1 xrefs)
[ ] s_pgsvoverlay_6fde0380 @ 6fde0380 (1 xrefs)
[ ] s_overlay4_6fde038c @ 6fde038c (1 xrefs)
[ ] s_overlay3_6fde0398 @ 6fde0398 (1 xrefs)
[ ] s_overlay2_6fde03a4 @ 6fde03a4 (1 xrefs)
[ ] s_overlay1_6fde03b0 @ 6fde03b0 (1 xrefs)
[ ] s_noclear_6fde03bc @ 6fde03bc (1 xrefs)
[ ] s_notondead_6fde03c4 @ 6fde03c4 (1 xrefs)
[ ] s_nooverlays_6fde03d0 @ 6fde03d0 (1 xrefs)
[ ] s_green_6fde03dc @ 6fde03dc (1 xrefs)
[ ] s_udead_6fde03e4 @ 6fde03e4 (1 xrefs)
[ ] s_shatter_6fde03f4 @ 6fde03f4 (1 xrefs)
[ ] s_rpred_6fde0400 @ 6fde0400 (1 xrefs)
[ ] s_rlred_6fde0408 @ 6fde0408 (1 xrefs)
[ ] s_rcred_6fde0410 @ 6fde0410 (1 xrefs)
[ ] s_rfred_6fde0418 @ 6fde0418 (1 xrefs)
[ ] s_armred_6fde0420 @ 6fde0420 (1 xrefs)
[ ] s_stambarblue_6fde0428 @ 6fde0428 (1 xrefs)
[ ] s_rpblue_6fde0434 @ 6fde0434 (1 xrefs)
[ ] s_rlblue_6fde043c @ 6fde043c (1 xrefs)
[ ] s_rcblue_6fde0444 @ 6fde0444 (1 xrefs)
[ ] s_rfblue_6fde044c @ 6fde044c (1 xrefs)
[ ] s_armblue_6fde0454 @ 6fde0454 (1 xrefs)
[ ] s_meleeonly_6fde0464 @ 6fde0464 (1 xrefs)
[ ] s_bossinv_6fde0470 @ 6fde0470 (1 xrefs)
[ ] s_disguise_6fde0478 @ 6fde0478 (1 xrefs)
[ ] s_bossstaydeath_6fde0484 @ 6fde0484 (1 xrefs)
[ ] s_monstaydeath_6fde0494 @ 6fde0494 (1 xrefs)
[ ] s_plrstaydeath_6fde04a4 @ 6fde04a4 (1 xrefs)
[ ] s_curable_6fde04b4 @ 6fde04b4 (1 xrefs)
[ ] s_curse_6fde04bc @ 6fde04bc (1 xrefs)
[ ] s_attred_6fde04c4 @ 6fde04c4 (1 xrefs)
[ ] s_attblue_6fde04cc @ 6fde04cc (1 xrefs)
[ ] s_damred_6fde04d4 @ 6fde04d4 (1 xrefs)
[ ] s_damblue_6fde04dc @ 6fde04dc (1 xrefs)
[ ] s_remhit_6fde04e4 @ 6fde04e4 (1 xrefs)
[ ] s_active_6fde04ec @ 6fde04ec (1 xrefs)
[ ] s_nosend_6fde0504 @ 6fde0504 (1 xrefs)
[ ] s_difficultylevels_6fde050c @ 6fde050c (1 xrefs)
[ ] s_GambleUltra_6fde0520 @ 6fde0520 (1 xrefs)
[ ] s_GambleUber_6fde052c @ 6fde052c (1 xrefs)
[ ] s_GambleUnique_6fde0538 @ 6fde0538 (1 xrefs)
[ ] s_GambleSet_6fde0548 @ 6fde0548 (1 xrefs)
[ ] s_GambleRare_6fde0554 @ 6fde0554 (1 xrefs)
[ ] s_StaticFieldMin_6fde0560 @ 6fde0560 (1 xrefs)
[ ] s_MonsterCEDamagePercent_6fde0570 @ 6fde0570 (1 xrefs)
[ ] s_HireableBossDamagePercent_6fde0588 @ 6fde0588 (1 xrefs)
[ ] s_ChampionDamageBonus_6fde05a4 @ 6fde05a4 (1 xrefs)
[ ] s_UniqueDamageBonus_6fde05b8 @ 6fde05b8 (1 xrefs)
[ ] s_AiCurseDivisor_6fde05cc @ 6fde05cc (1 xrefs)
[ ] s_MonsterColdDivisor_6fde05dc @ 6fde05dc (1 xrefs)
[ ] s_MonsterFreezeDivisor_6fde05f0 @ 6fde05f0 (1 xrefs)
[ ] s_MonsterSkillBonus_6fde0608 @ 6fde0608 (1 xrefs)
[ ] s_ManaStealDivisor_6fde061c @ 6fde061c (1 xrefs)
[ ] s_LifeStealDivisor_6fde0630 @ 6fde0630 (1 xrefs)
[ ] s_UltraCodeOddsGood_6fde0644 @ 6fde0644 (1 xrefs)
[ ] s_UltraCodeOddsNormal_6fde0658 @ 6fde0658 (1 xrefs)
[ ] s_UberCodeOddsGood_6fde066c @ 6fde066c (1 xrefs)
[ ] s_UberCodeOddsNormal_6fde0680 @ 6fde0680 (1 xrefs)
[ ] s_DeathExpPenalty_6fde0694 @ 6fde0694 (1 xrefs)
[ ] s_ResistPenalty_6fde06a4 @ 6fde06a4 (1 xrefs)
[ ] s_skilldesccode_6fde06b4 @ 6fde06b4 (1 xrefs)
[ ] s_skillscode_6fde06c4 @ 6fde06c4 (1 xrefs)
[ ] s_aibonus_6fde06dc @ 6fde06dc (1 xrefs)
[ ] s_aitype_6fde06e4 @ 6fde06e4 (1 xrefs)
[ ] s_state3_6fde06ec @ 6fde06ec (1 xrefs)
[ ] s_state2_6fde06f4 @ 6fde06f4 (1 xrefs)
[ ] s_state1_6fde06fc @ 6fde06fc (1 xrefs)
[ ] s_ELenSymPerCalc_6fde0710 @ 6fde0710 (1 xrefs)
[ ] s_EMaxLev5_6fde0720 @ 6fde0720 (1 xrefs)
[ ] s_EMaxLev4_6fde072c @ 6fde072c (1 xrefs)
[ ] s_EMaxLev3_6fde0738 @ 6fde0738 (1 xrefs)
[ ] s_EMaxLev2_6fde0744 @ 6fde0744 (1 xrefs)
[ ] s_EMaxLev1_6fde0750 @ 6fde0750 (1 xrefs)
[ ] s_EMinLev5_6fde075c @ 6fde075c (1 xrefs)
[ ] s_EMinLev4_6fde0768 @ 6fde0768 (1 xrefs)
[ ] s_EMinLev3_6fde0774 @ 6fde0774 (1 xrefs)
[ ] s_EMinLev2_6fde0780 @ 6fde0780 (1 xrefs)
[ ] s_EMinLev1_6fde078c @ 6fde078c (1 xrefs)
[ ] s_MaxDam_6fde0798 @ 6fde0798 (1 xrefs)
[ ] s_MinDam_6fde07a0 @ 6fde07a0 (1 xrefs)
[ ] s_SrcDam_6fde07a8 @ 6fde07a8 (1 xrefs)
[ ] s_ToHitCalc_6fde07b0 @ 6fde07b0 (1 xrefs)
[ ] s_LevToHit_6fde07bc @ 6fde07bc (1 xrefs)
[ ] s_calc4_6fde07c8 @ 6fde07c8 (1 xrefs)
[ ] s_Param8_6fde07d0 @ 6fde07d0 (1 xrefs)
[ ] s_Param7_6fde07d8 @ 6fde07d8 (1 xrefs)
